loan_uuid,Max_Days_in_Arrears_TRAD,Max_Utilization_TRAD,Unique_Loan_Count_TRAD,Cashflow_Volatility_Ratio,Avg_Payment_Speed_Days,Partner_Risk_Score,Days_Active_Platform,Default
f8390c9f-6ab3-404f-9812-b24d8bbd1d2c,6,0.22848184086078582,3,3.8319044577469903,10.57970835591238,0.16972314436403632,90,0
8ce66e71-9129-44d7-a6df-0055c22e1351,19,0.09980554209051405,4,1.9705780830532298,8.155579485435908,0.3045756384459069,92,1
190b0c53-2001-4705-915d-626f949b1d38,28,0.43397943108119175,1,4.148630542609334,3.812054180668923,0.14382943372124463,79,1
3779a28c-90b2-4534-bc17-9cd591cb52fa,14,0.12698995467388863,1,5.351697095326343,10.490376712440444,0.11582235046827337,84,1
cc5bbafb-be2b-4e45-aa2e-209526e861cd,10,0.4378587211497232,3,1.226325683626729,13.462888439687212,0.25622595075331217,62,0
a4ba74b6-0c98-4f88-8bf4-777d10b97e46,7,0.7323661575453305,1,4.441786640430291,7.761786622874835,0.06350573701884986,81,0
ae5014a4-d34a-4b88-b097-687a3546fe6f,28,0.683705244510274,3,0.9647537486735089,10.757883931732215,0.1587072762021752,89,1
58e3a1d6-e249-4ded-9a82-0c65e19dbf0b,20,0.2811800263649934,3,12.13877057269356,8.194847643283929,0.03236416259262551,83,1
931cd536-c240-4b79-9d96-55af4db89ef4,6,0.6740887866976856,4,2.951000405177626,10.991167941783072,0.24347647122176327,81,1
6e6dde96-4ded-43d4-b982-fae39acef064,25,0.9277844187686773,2,3.624102854843556,11.904466994620545,0.5765380363395651,94,1
d1987d3f-94a0-4da7-961c-2cbe8df2d46a,18,0.3481768626978306,3,4.729800753127092,7.920822307038262,0.20621148771374512,85,1
878707e2-dda0-446f-a254-de3fd3b9b6ca,22,0.329790034543909,4,2.3245004868157624,5.878647348156337,0.01403216846814875,79,1
bdcc0413-6ff2-4242-9e58-6c3a0f4fd827,10,0.5718672128305355,4,4.095714934619236,6.546412029849558,0.6230496451753497,70,1
68766cd6-6b75-40a2-93e9-c25e391c363f,10,0.24625630921644437,4,2.249889497725421,13.841868117387147,0.1578511996680647,65,1
6d92bb8a-c893-4f6d-9f2e-52b0fe53d954,23,0.6519273490522717,2,5.37733990679798,7.114057432882873,0.5043737219056093,88,1
79e6d6e0-9363-404b-a6cb-6faef53d900b,20,0.8324295089018086,1,10.141143214270897,7.938643599324514,0.3891268991104955,76,1
eeade492-431a-4107-b068-26c2b9fc3e1d,3,0.4598591865935335,3,3.1587693729885022,10.127219224147845,0.10052549095873319,98,0
48a3b5fe-e32a-4147-9414-d143380cc6ac,7,0.679827817603454,3,3.576962372049077,7.140217725107583,0.48814265008791835,77,0
0601c53e-b9f9-4bf7-a4e0-10c1ffb6e01e,23,0.6522335384591124,1,5.220577218757487,16.575017485211,0.26184075583369554,65,1
e55a57fb-b5f9-479b-86a9-0c88162c8fa0,2,0.039626896285741925,1,2.6770697044180864,8.588941709947456,0.0015208359105342746,84,0
a541eeb4-81c7-46b5-8cba-760de2cb4867,21,0.18423287888060066,4,1.858269184446721,11.083732918491128,0.11015148719949838,85,1
8a452377-8acc-4c35-8321-a6a75f2389f0,20,0.8936364718163118,4,1.5792286393138038,7.017268330227644,0.3288401714601539,89,1
106fed95-e308-4bd9-a951-efa3d175a7c3,1,0.9389532552176543,1,1.4351083837757943,10.343400606561918,0.3461593218759056,88,0
1686ce87-505c-4c77-b865-d8048b79b0bd,23,0.7806592002712662,3,4.1699811525570585,9.089706839074774,0.24907058358629305,76,1
acee344b-a645-49d2-a542-5756af16ff9e,11,0.9213269001793669,1,0.1295369624655261,5.626894876086713,0.15603353275915435,83,1
a42a7a5c-9fa5-48b2-a691-db8153e598ef,29,0.30684250226765625,1,1.3994262090442458,10.525724155623134,0.1378765941220347,73,1
4e630b9d-5350-4729-b366-f03e9b84d111,5,0.24846326080726797,2,1.9006249087012024,5.180157250398945,0.153563495522451,66,0
ac5e574a-8143-4388-a366-0c2d3113df8a,1,0.3849158873729595,2,4.092951014076201,12.281173870736012,0.2709891350605826,73,0
015c7afb-e905-4bb3-a5a8-1f10f74223e1,27,0.056286656551902396,4,0.9393680835823415,2.481873890417284,0.12035824040403564,75,1
1bc27643-30d3-438d-942e-cf19f0082ede,20,0.8100617474222864,4,7.155510099617342,13.924958177705886,0.3796083589447895,76,1
c7cf279a-3b28-4da6-bf52-16df354cb0e4,0,0.9841913096299622,3,0.8409409765098572,14.97076899626182,0.22553423270475467,80,0
6685a4d4-f16f-42a8-b6c8-3c199cae7ddb,11,0.8242052631441732,1,2.473942142139046,8.21206265954121,0.0009487738811673497,75,1
a9d306ef-051e-409b-a226-f39650add9ea,25,0.5554203595176956,1,5.06635886318621,6.30502340110716,0.21284253289106211,78,1
55d28992-a637-40d2-95d5-b41d57927e2c,21,0.2959866885124669,2,1.9650910087369267,5.705642393606719,0.06009841332322275,74,0
66fb157e-3922-4aca-b0ea-e3c558a47af3,28,0.19850019065503705,3,1.9478127014007596,10.81879893126635,0.09641071887302397,81,1
32c6e577-175e-4cf3-bef0-1168193f9b4d,11,0.3646988089248634,1,8.367440084970351,7.668308665298861,0.06349174660709675,71,0
3a0bdc18-ea37-41ef-be45-d3c5c5a43486,24,0.6673025600186581,3,0.9967329160101814,8.848541891285846,0.008407267284596133,74,1
b01d7aec-641a-4b34-b9a1-504c31875275,16,0.44761449398528286,2,3.238929859602659,10.590807308662995,0.07598020808119464,84,1
d69e0143-9db9-4436-89db-b11ae4caa1ed,26,0.9341257602644016,1,1.2560002286237713,6.826478343357087,0.006996546202917832,71,1
7135b96b-bf67-4de6-9f14-b56cf0aa6877,26,0.8543661226227667,2,5.153989007314443,10.564841509207339,0.40769237663581265,66,1
a2da78de-ada1-4bcb-b3a9-3011acfad45d,9,0.10329821534693606,2,1.86183986366958,13.111811337645987,0.11674662511316966,72,0
c3e1ae46-2052-4223-a84c-2e0a7bd157b1,27,0.13239369866182427,2,4.283162228079597,9.701825157621238,0.16527628128178035,76,1
7e548c97-1564-4c9e-a886-08d52c4433ee,27,0.6765629461148107,1,1.8738650685442857,7.766156864134304,0.1531027060791475,103,1
dbf7ec2f-a673-4979-b95f-5515faec0be8,15,0.231537621590374,3,1.1586471353016339,12.49413761801424,0.19301999524642124,79,1
5399527f-56c8-4135-82c9-fadf5a898285,14,0.7912388471347395,1,4.7903050502129005,7.098770249625179,0.3957032325312211,65,1
86f3023c-bb95-4508-afa3-566a2d140239,29,0.5917667841840268,2,1.1866826001402087,12.145316368108816,0.012621064189359071,96,1
0e5be6bd-6784-4563-8218-0d692479211a,29,0.23060069720561668,4,2.790031448168342,12.351760789224057,0.11917723784303332,73,1
7f070680-0033-46ec-8324-7e8850b9d825,14,0.4792081106831106,3,1.913775806766207,11.489505981601114,0.0750092722688276,79,1
cd808909-c86f-4ae2-8ae3-565214ae8e9c,29,0.40667021607466636,4,2.1554149890238956,6.954576676433736,0.10632753326015136,75,1
1511321d-174c-4978-b4a3-ae3366459f21,18,0.8732861998302153,2,4.213886464181929,6.972762668969296,0.25397963539164214,75,1
4f842f5d-35a5-424e-b664-8f3d4362e257,11,0.033130312502073225,1,8.577518911783782,7.332438336157903,0.09066579692989715,69,0
77e1c9ab-d537-430f-8d86-cd82093ea8ba,22,0.8959480465763231,3,2.933355647336148,11.047402860367662,0.025122401183955964,90,1
ead7e17e-efb1-45eb-b2eb-286890350215,19,0.6524306001968635,4,4.137906113730655,12.419933805870539,0.12251439326145104,99,1
a4684de5-2788-436b-a4d6-3fcafafb9c26,24,0.7378006493608303,1,2.0334778221589,5.395925688144268,0.22731767117570453,91,1
f4e7eba7-f0be-454e-9b46-327f59becdf1,2,0.3604855929241102,3,3.4703089612660545,14.464982264911605,0.14307122137430872,89,0
1a5ba8b1-9754-40c1-a5a2-6a0361f4c49b,4,0.6286111946031953,2,5.1272600177014045,11.70305116635104,0.40647590056310673,82,0
541ef177-9539-4441-a16f-c987931e2688,18,0.588897677547315,2,2.2535073211308556,10.206670711350663,0.13210700566369246,88,1
6bab6bf9-aaae-409e-9191-325e51abc311,6,0.5376683508299136,2,3.548270607404736,8.801178675657951,0.17874956485347718,59,0
35045419-2135-4bd4-9a27-af59fa9b8627,20,0.7860809898491791,1,3.824152559669738,14.013798463149715,0.051830676960378276,82,1
c197d094-b808-40a5-924c-c62d8a419aa4,8,0.5563152253001088,1,2.0750409835440515,12.704993173413557,0.1496441608794603,71,0
e703dd80-0d3c-4663-8cfb-5f98c802b19f,6,0.8572400923702977,2,2.4163089375503484,13.56426337072946,0.30966715312696413,82,1
2cd8fe93-3a6c-4c65-825a-915c22a3f5cc,17,0.2333988549232288,2,2.187610057221979,10.238438001753044,0.10731927166027143,73,1
4a3f96e0-fb25-42f0-a3c2-b1db55049ea7,3,0.8061766063827281,3,9.164826450500874,14.158137454677778,0.21614026611570553,82,1
97fd5718-ceeb-4b98-a6cd-f1d093644d03,24,0.18013346005198094,4,2.634342030061566,6.499503888670656,0.15633554449136952,73,1
